web-scraper-order,web-scraper-start-url,fact_checked organization,date,title,link,link-href,external link,external link-href
"1625073453-1465","https://www.poynter.org/ifcn-covid-19-misinformation/page/32/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/06/23 | United States","FALSE: COVID-19 cases are “up only because of our big number testing” in the United States.","FALSE: COVID-19 cases are “up only because of our big number testing” in the United States.","https://www.poynter.org/?ifcn_misinformation=covid-19-cases-are-up-only-because-of-our-big-number-testing-in-the-united-states","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/jun/24/donald-trump/donald-trump-wrong-greater-testing-driving-coronav/"
"1625070815-639","https://www.poynter.org/ifcn-covid-19-misinformation/page/87/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/01/28 | United States","False: KNUST students discover vaccine for coronavirus and cure patient in Côte d’Ivoire.","False: KNUST students discover vaccine for coronavirus and cure patient in Côte d’Ivoire.","https://www.poynter.org/?ifcn_misinformation=knust-students-discover-vaccine-for-coronavirus-and-cure-patient-in-cote-divoire","Read the Full Article (LeadStories)","https://hoax-alert.leadstories.com/3471552-students-in-ghana-have-not-successfully-created-vaccine-for-coronavirus-cote-divoire-patient-not-cured.html"
"1625072404-1155","https://www.poynter.org/ifcn-covid-19-misinformation/page/52/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/04/13 | United States","FALSE: Average American has less than two-tenths of one percent chance of getting coronavirus, and thus public health officials overreacted to the pandemic.","FALSE: Average American has less than two-tenths of one percent chance of getting coronavirus, and thus public health officials overreacted to the pandemic.","https://www.poynter.org/?ifcn_misinformation=average-american-has-less-than-two-tenths-of-one-percent-chance-of-getting-coronavirus-and-thus-public-health-officials-overreacted-to-the-pandemic","Read the Full Article (LeadStories)","https://leadstories.com/hoax-alert/2020/04/Fact-Check-Officials-NOT-Wrong-To-Impose-Safety-Measures-And-COVID-19-IS-A-Pandemic.html"
"1625072268-1113","https://www.poynter.org/ifcn-covid-19-misinformation/page/55/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/04/09 | United States","FALSE: U.S. Speaker of the House Nancy Pelosi said she won’t pass new economic stimulus package unless senior citizens are excluded.","FALSE: U.S. Speaker of the House Nancy Pelosi said she won’t pass new economic stimulus package unless senior citizens are excluded.","https://www.poynter.org/?ifcn_misinformation=u-s-speaker-of-the-house-nancy-pelosi-said-she-wont-pass-new-economic-stimulus-package-unless-senior-citizens-are-excluded","Read the Full Article (LeadStories)","https://leadstories.com/hoax-alert/2020/04/Fact-Check-Nancy-Pelosi-Did-NOT-Say-Stimulus-Won't-Pass-Unless-Seniors-Excluded.html"
"1625071120-768","https://www.poynter.org/ifcn-covid-19-misinformation/page/78/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Science Feedback","2020/03/05 | United States","False: The coronavirus outbreak is caused by 5G technology.","False: The coronavirus outbreak is caused by 5G technology.","https://www.poynter.org/?ifcn_misinformation=the-coronavirus-outbreak-is-caused-by-5g-technology-2","Read the Full Article (Science Feedback)","https://healthfeedback.org/claimreview/viral-claim-falsely-asserts-that-covid-19-is-due-to-5g-technology-rollout-not-a-virus/"
"1625071159-785","https://www.poynter.org/ifcn-covid-19-misinformation/page/77/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/03/07 | United States","False: “More people have died from knowing Hillary (Clinton)” than from coronavirus.","False: “More people have died from knowing Hillary (Clinton)” than from coronavirus.","https://www.poynter.org/?ifcn_misinformation=more-people-have-died-from-knowing-hillary-clinton-than-from-coronavirus","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/mar/11/gae-magnafici/Wisconsin-more-died-hillary-clinton-coronavirus/"
"1625070844-651","https://www.poynter.org/ifcn-covid-19-misinformation/page/86/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Science Feedback","2020/01/30 | United States","False: Coronavirus hits a 15% fatality rate.","False: Coronavirus hits a 15% fatality rate.","https://www.poynter.org/?ifcn_misinformation=coronavirus-hits-a-15-fatality-rate-2","Read the Full Article (Science Feedback)","https://healthfeedback.org/claimreview/15-fatality-rate-from-coronavirus-2019-ncov-infection-was-based-only-on-initial-cases-actual-rate-closer-to-3-mike-adams-natural-news/"
"1625071962-1024","https://www.poynter.org/ifcn-covid-19-misinformation/page/61/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: AFP","2020/04/01 | United States","FALSE: Thousands of Facebook users in the United States are sharing 1-800 numbers that are supposed to help track stimulus payments promised by the federal government under a novel coronavirus economic aid package.","FALSE: Thousands of Facebook users in the United States are sharing 1-800 numbers that are supposed to help track stimulus payments promised by the federal government under a novel coronavirus economic aid package.","https://www.poynter.org/?ifcn_misinformation=thousands-of-facebook-users-in-the-united-states-are-sharing-1-800-numbers-that-are-supposed-to-help-track-stimulus-payments-promised-by-the-federal-government-under-a-novel-coronavirus-economic-aid-p","Read the Full Article (AFP)","https://factcheck.afp.com/posts-list-phone-sex-numbers-helplines-track-us-stimulus-payments"
"1625072963-1323","https://www.poynter.org/ifcn-covid-19-misinformation/page/41/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/05/06 | United States","FALSE: Viral video reveals there is a coronavirus vaccine patent owned by Bill Gates.","FALSE: Viral video reveals there is a coronavirus vaccine patent owned by Bill Gates.","https://www.poynter.org/?ifcn_misinformation=viral-video-reveals-there-is-a-coronavirus-vaccine-patent-owned-by-bill-gates","Read the Full Article (LeadStories)","https://leadstories.com/hoax-alert/2020/05/fact-check-dr-rashid-buttar-does-not-reveals-coronavirus-was-patented-by-bill-gates-in-2006.html"
"1625072725-1251","https://www.poynter.org/ifcn-covid-19-misinformation/page/46/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/04/26 | United States","FALSE: The government must have planned the coronavirus pandemic because the coronavirus relief bill had been introduced three years earlier.","FALSE: The government must have planned the coronavirus pandemic because the coronavirus relief bill had been introduced three years earlier.","https://www.poynter.org/?ifcn_misinformation=the-government-must-have-planned-the-coronavirus-pandemic-because-the-coronavirus-relief-bill-had-been-introduced-three-years-earlier","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/apr/27/facebook-posts/early-date-cares-act-due-legislative-quirk-not-plo/"
"1625071405-858","https://www.poynter.org/ifcn-covid-19-misinformation/page/72/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/03/17 | United States","False: “People are going door to door in Colorado Springs stating they are COVID-19 testing so they can rob people!”","False: “People are going door to door in Colorado Springs stating they are COVID-19 testing so they can rob people!”","https://www.poynter.org/?ifcn_misinformation=people-are-going-door-to-door-in-colorado-springs-stating-they-are-covid-19-testing-so-they-can-rob-people","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/mar/19/facebook-posts/no-truth-report-about-robbers-posing-coronavirus-t/"
"1625073091-1361","https://www.poynter.org/ifcn-covid-19-misinformation/page/38/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/05/12 | United States","FALSE: $100B contact tracing bill “is about controlling/tracking population, not about coronavirus.”","FALSE: $100B contact tracing bill “is about controlling/tracking population, not about coronavirus.”","https://www.poynter.org/?ifcn_misinformation=100b-contact-tracing-bill-is-about-controlling-tracking-population-not-about-coronavirus","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/may/15/facebook-posts/claim-federal-contact-tracing-bill-not-covid-19-fa/"
"1625071844-988","https://www.poynter.org/ifcn-covid-19-misinformation/page/63/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/03/27 | United States","False: NY banned cigarette sales because of the coronavirus.","False: NY banned cigarette sales because of the coronavirus.","https://www.poynter.org/?ifcn_misinformation=ny-banned-cigarette-sales-because-of-the-coronavirus","Read the Full Article (LeadStories)","https://leadstories.com/hoax-alert/2020/04/fact-check-15.html"
"1625073944-1620","https://www.poynter.org/ifcn-covid-19-misinformation/page/21/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: FactCheck.org","2020/12/14 | United States","FALSE: Centers for Disease Control and Prevention is reporting all pneumonia and influenza deaths as caused by COVID-19.","FALSE: Centers for Disease Control and Prevention is reporting all pneumonia and influenza deaths as caused by COVID-19.","https://www.poynter.org/?ifcn_misinformation=centers-for-disease-control-and-prevention-is-reporting-all-pneumonia-and-influenza-deaths-as-caused-by-covid-19","Read the Full Article (FactCheck.org)","https://www.factcheck.org/2020/12/instagram-post-distorts-facts-on-covid-19-death-reporting/"
"1625071144-778","https://www.poynter.org/ifcn-covid-19-misinformation/page/77/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/03/06 | United States","False: CDC sponsored Facebook post asking for help with “escaped” coronavirus patient.","False: CDC sponsored Facebook post asking for help with “escaped” coronavirus patient.","https://www.poynter.org/?ifcn_misinformation=cdc-sponsored-facebook-post-asking-for-help-with-escaped-coronavirus-patient","Read the Full Article (LeadStories)","https://hoax-alert.leadstories.com/3471847-fact-check-cdc-sponsored-post-hong-kong-man-quarantine.html"
"1625070921-684","https://www.poynter.org/ifcn-covid-19-misinformation/page/84/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/02/11 | United States","False: “Breaking: UK prepares for full lockdown after hundreds of new cases — Wuhan super virus updates.”","False: “Breaking: UK prepares for full lockdown after hundreds of new cases — Wuhan super virus updates.”","https://www.poynter.org/?ifcn_misinformation=breaking-uk-prepares-for-full-lockdown-after-hundreds-of-new-cases-wuhan-super-virus-updates-2","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/feb/25/facebook-posts/no-evidence-united-kingdom-preparing-lockdown-over/"
"1625073444-1462","https://www.poynter.org/ifcn-covid-19-misinformation/page/32/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/06/23 | United States","FALSE: In North Carolina, “you can be charged with a class H felony for wearing a mask and concealed carrying.”","FALSE: In North Carolina, “you can be charged with a class H felony for wearing a mask and concealed carrying.”","https://www.poynter.org/?ifcn_misinformation=in-north-carolina-you-can-be-charged-with-a-class-h-felony-for-wearing-a-mask-and-concealed-carrying","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/jun/26/facebook-posts/facebook-post-wrong-about-wearing-mask-carrying-co/"
"1625074467-1832","https://www.poynter.org/ifcn-covid-19-misinformation/page/7/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Science Feedback","2021/04/26 | United States","FALSE: “Pfizer [COVID-19] vaccine confirmed to cause neurodegenerative diseases”","FALSE: “Pfizer [COVID-19] vaccine confirmed to cause neurodegenerative diseases”","https://www.poynter.org/?ifcn_misinformation=pfizer-covid-19-vaccine-confirmed-to-cause-neurodegenerative-diseases","Read the Full Article (Science Feedback)","https://healthfeedback.org/claimreview/flawed-speculative-study-incorrectly-claims-that-mrna-covid-19-vaccines-cause-neurodegenerative-diseases/"
"1625071446-870","https://www.poynter.org/ifcn-covid-19-misinformation/page/71/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Pagella Politica","2020/03/18 | Italy, United States","False: This poem describes people applying social distancing during a plague outbreak from the 19th century.","False: This poem describes people applying social distancing during a plague outbreak from the 19th century.","https://www.poynter.org/?ifcn_misinformation=this-poem-describes-people-applying-social-distancing-during-a-plague-outbreak-from-the-19th-century","Read the Full Article (Pagella Politica)","https://pagellapolitica.it/bufale/show/1013/no-questa-poesia-non-%C3%A8-stata-scritta-durante-lepidemia-di-peste-nel-1800"
"1625074399-1807","https://www.poynter.org/ifcn-covid-19-misinformation/page/9/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: AFP","2021/04/14 | France, United States","FALSE: The supreme court in the US would have canceled mandatory vaccination including against Covid-19","FALSE: The supreme court in the US would have canceled mandatory vaccination including against Covid-19","https://www.poynter.org/?ifcn_misinformation=the-supreme-court-in-the-us-would-have-canceled-mandatory-vaccination-including-against-covid-19","Read the Full Article (AFP)","https://factuel.afp.com/non-la-cour-supreme-americaine-na-pas-recemment-remis-en-cause-lobligation-vaccinale"
"1625072581-1209","https://www.poynter.org/ifcn-covid-19-misinformation/page/49/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/04/21 | United States","FALSE: “Nearly half of (Missouri) counties have not reported positive (COVID-19) cases.”","FALSE: “Nearly half of (Missouri) counties have not reported positive (COVID-19) cases.”","https://www.poynter.org/?ifcn_misinformation=nearly-half-of-missouri-counties-have-not-reported-positive-covid-19-cases","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/may/13/louis-riggs/riggs-needed-more-digging-missouri-counties-covid-/"
"1625074536-1860","https://www.poynter.org/ifcn-covid-19-misinformation/page/5/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: FactCheck.org","2021/05/11 | United States","FALSE: Videos showing magnets stuck to arms prove vaccines contain microchips.","FALSE: Videos showing magnets stuck to arms prove vaccines contain microchips.","https://www.poynter.org/?ifcn_misinformation=videos-showing-magnets-stuck-to-arms-prove-vaccines-contain-microchips-2","Read the Full Article (FactCheck.org)","https://www.factcheck.org/es/2021/05/scicheck-videos-de-imanes-en-el-brazo-vuelven-a-encender-acusaciones-ficticias-sobre-microchips-en-vacunas/"
"1625071924-1013","https://www.poynter.org/ifcn-covid-19-misinformation/page/62/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/03/31 | United States","False: The army is patrolling all the streets, towns and villages in Ireland.","False: The army is patrolling all the streets, towns and villages in Ireland.","https://www.poynter.org/?ifcn_misinformation=the-army-is-patrolling-all-the-streets-towns-and-villages-in-ireland-2","Read the Full Article (LeadStories)","https://leadstories.com/hoax-alert/2020/03/Fact-Check-Students-Do-NOT-Have-To-Repeat-Their-Current-Grades-Due-To-Coronavirus.html"
"1625071878-999","https://www.poynter.org/ifcn-covid-19-misinformation/page/63/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/03/29 | United States","False: COVID-19 not being blamed for deaths due to unrelated causes.","False: COVID-19 not being blamed for deaths due to unrelated causes.","https://www.poynter.org/?ifcn_misinformation=covid-19-not-being-blamed-for-deaths-due-to-unrelated-causes","Read the Full Article (LeadStories)","https://leadstories.com/hoax-alert/2020/04/Fact-Check-COVID19-NOT-Being-Blamed-For-Deaths-Primarily-Due-To-Unrelated-Causes.html"
"1625074234-1743","https://www.poynter.org/ifcn-covid-19-misinformation/page/13/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: FactCheck.org","2021/03/13 | United States","FALSE: Hall of Fame boxer Marvin Hagler died from effects of COVID-19 vaccine.","FALSE: Hall of Fame boxer Marvin Hagler died from effects of COVID-19 vaccine.","https://www.poynter.org/?ifcn_misinformation=hall-of-fame-boxer-marvin-hagler-died-from-effects-of-covid-19-vaccine","Read the Full Article (FactCheck.org)","https://www.factcheck.org/2021/03/scicheck-haglers-widow-rebuts-rumors-about-how-he-died/"
"1625071891-1002","https://www.poynter.org/ifcn-covid-19-misinformation/page/62/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/03/30 | United States","False: CBS aired wrong video footage of a coronavirus hospital.","False: CBS aired wrong video footage of a coronavirus hospital.","https://www.poynter.org/?ifcn_misinformation=cbs-aired-wrong-video-footage-of-a-coronavirus-hospital","Read the Full Article (LeadStories)","https://leadstories.com/hoax-alert/2020/04/Fact-Check-CBS-DID-Air-Video-From-Italian-Hospital-During-Coronavirus-Outbreak-Claiming-It-Was-Of-Overwhelmed-NYC-Hospital.html"
"1625071392-854","https://www.poynter.org/ifcn-covid-19-misinformation/page/72/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/03/17 | United States","False: The WHO coronavirus test “was a bad test.”","False: The WHO coronavirus test “was a bad test.”","https://www.poynter.org/?ifcn_misinformation=the-who-coronavirus-test-was-a-bad-test","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/mar/17/donald-trump/donald-trump-falsely-says-who-coronavirus-test-was/"
"1625073335-1433","https://www.poynter.org/ifcn-covid-19-misinformation/page/34/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/06/04 | United States","FALSE: “N95 masks block few, if any” COVID-19 particles due to their size.","FALSE: “N95 masks block few, if any” COVID-19 particles due to their size.","https://www.poynter.org/?ifcn_misinformation=n95-masks-block-few-if-any-covid-19-particles-due-to-their-size","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/jun/15/facebook-posts/claim-n95-masks-cant-stop-covid-19-particles-due-s/"
"1625072172-1085","https://www.poynter.org/ifcn-covid-19-misinformation/page/57/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Factcheck.kz","2020/04/06 | United States, Russia, Kazakhstan","FALSE: Chloroquine is an effective remedy for coronavirus;","FALSE: Chloroquine is an effective remedy for coronavirus;","https://www.poynter.org/?ifcn_misinformation=chloroquine-is-an-effective-remedy-for-coronavirus","Read the Full Article (Factcheck.kz)","https://factcheck.kz/health/effektiven-li-xloroxin-v-lechenii-covid-19-protivorechivye-vyvody-i-spekulyacii-politikov/"
"1625074528-1856","https://www.poynter.org/ifcn-covid-19-misinformation/page/5/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: VoxCheck","2021/05/06 | Ukraine, United States","FALSE: Three thousand people died from vaccination in the U.S.","FALSE: Three thousand people died from vaccination in the U.S.","https://www.poynter.org/?ifcn_misinformation=three-thousand-people-died-from-vaccination-in-the-u-s","Read the Full Article (VoxCheck)","https://voxukraine.org/fejk-u-ssha-vid-vaktsyn-proty-covid-19-pomerlo-ponad-3-tysyachi-lyudej-veduchyj-fox-news/"
"1625072110-1066","https://www.poynter.org/ifcn-covid-19-misinformation/page/58/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Washington Post Fact-Checker","2020/04/05 | United States","FALSE: President Trump has repeatedly touted the anti-malarial medications hydroxychloroquine and chloroquine as the much-needed solution to COVID-19","FALSE: President Trump has repeatedly touted the anti-malarial medications hydroxychloroquine and chloroquine as the much-needed solution to COVID-19","https://www.poynter.org/?ifcn_misinformation=president-trump-has-repeatedly-touted-the-anti-malarial-medications-hydroxychloroquine-and-chloroquine-as-the-much-needed-solution-to-covid-19","Read the Full Article (Washington Post Fact-Checker)","https://www.washingtonpost.com/politics/2020/04/13/how-false-hope-spread-about-hydroxychloroquine-its-consequences/"
"1625071443-869","https://www.poynter.org/ifcn-covid-19-misinformation/page/71/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/03/18 | United States","False: American fast-food chain Hardee’s is advising truckers to walk up to drive-thrus during coronavirus pandemic.","False: American fast-food chain Hardee’s is advising truckers to walk up to drive-thrus during coronavirus pandemic.","https://www.poynter.org/?ifcn_misinformation=american-fast-food-chain-hardees-is-advising-truckers-to-walk-up-to-drive-thrus-during-coronavirus-pandemic","Read the Full Article (LeadStories)","https://leadstories.com/hoax-alert/2020/03/fact-check-hardees-is-not-advising-truckers-walk-up-to-drive-thrus-during-coronavirus-pandemic.html"
"1625071462-875","https://www.poynter.org/ifcn-covid-19-misinformation/page/71/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/03/18 | United States","False: 5G Technology believed to have caused the coronavirus.","False: 5G Technology believed to have caused the coronavirus.","https://www.poynter.org/?ifcn_misinformation=5g-technology-believed-to-have-caused-the-coronavirus","Read the Full Article (LeadStories)","https://hoax-alert.leadstories.com/3472004-fact-check-5g-technology-not-believed-to-have-caused-coronavirus.html?check=1"
"1625074551-1866","https://www.poynter.org/ifcn-covid-19-misinformation/page/5/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2021/05/13 | United States","FALSE: Transmission of COVID-19 by asymptomatic individuals “has never been proven.”","FALSE: Transmission of COVID-19 by asymptomatic individuals “has never been proven.”","https://www.poynter.org/?ifcn_misinformation=transmission-of-covid-19-by-asymptomatic-individuals-has-never-been-proven","Read the Full Article (PolitiFact)","https://www.instagram.com/p/CO0JGn8NMSX/?utm_source=ig_embed&ig_rid=f3935b14-4068-46d3-b32b-b662611735e1"
"1625072674-1236","https://www.poynter.org/ifcn-covid-19-misinformation/page/47/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/04/23 | United States","FALSE: November 2019 job listing for a quarantine advisor at the Centers for Disease Control and Prevention prove the government knew the COVID-19 would hit United States.","FALSE: November 2019 job listing for a quarantine advisor at the Centers for Disease Control and Prevention prove the government knew the COVID-19 would hit United States.","https://www.poynter.org/?ifcn_misinformation=november-2019-job-listing-for-a-quarantine-advisor-at-the-centers-for-disease-control-and-prevention-prove-the-government-knew-the-covid-19-would-hit-united-states","Read the Full Article (LeadStories)","https://leadstories.com/hoax-alert/2020/04/fact-check-cdc-job-posting-is-not-proof-of-a-covid19-conspiracy.html"
"1625074705-1930","https://www.poynter.org/ifcn-covid-19-misinformation/page/1/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: EFE Verifica","2021/06/23 | Spain, United States","FALSE: American Airlines canceled hundreds of flights as its vaccinated crew has health problems, specifically blood clotting.","FALSE: American Airlines canceled hundreds of flights as its vaccinated crew has health problems, specifically blood clotting.","https://www.poynter.org/?ifcn_misinformation=american-airlines-canceled-hundreds-of-flights-as-its-vaccinated-crew-has-health-problems-specifically-blood-clotting","Read the Full Article (EFE Verifica)","https://verifica.efe.com/american-airlines-no-cancelo-vuelos-por-coagulos-en-tripulacion-vacunada/"
"1625073574-1500","https://www.poynter.org/ifcn-covid-19-misinformation/page/29/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Science Feedback","2020/07/23 | United States","FALSE: 5G generates the coronavirus SARS-CoV-2 in human skin cells.","FALSE: 5G generates the coronavirus SARS-CoV-2 in human skin cells.","https://www.poynter.org/?ifcn_misinformation=5g-generates-the-coronavirus-sars-cov-2-in-human-skin-cells","Read the Full Article (Science Feedback)","https://healthfeedback.org/claimreview/baseless-speculations-underpin-a-retracted-editorial-claiming-spontaneous-generation-of-sars-cov-2-in-skin-cells-exposed-to-5g-waves/"
"1625074387-1802","https://www.poynter.org/ifcn-covid-19-misinformation/page/9/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2021/04/13 | United States","FALSE: Tucker Carlson said: “Maybe (the COVID-19 vaccine) doesn’t work, and they’re simply not telling you that.”””","FALSE: Tucker Carlson said: “Maybe (the COVID-19 vaccine) doesn’t work, and they’re simply not telling you that.”””","https://www.poynter.org/?ifcn_misinformation=tucker-carlson-said-maybe-the-covid-19-vaccine-doesnt-work-and-theyre-simply-not-telling-you-that","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2021/apr/15/tucker-carlson/tucker-carlson-falsely-claims-covid-19-vaccines-mi/"
"1625074275-1761","https://www.poynter.org/ifcn-covid-19-misinformation/page/12/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Check Your Fact","2021/03/23 | United States","FALSE: The image shows a crowd at Miami Beach, Florida, in March 2021.","FALSE: The image shows a crowd at Miami Beach, Florida, in March 2021.","https://www.poynter.org/?ifcn_misinformation=the-image-shows-a-crowd-at-miami-beach-florida-in-march-2021","Read the Full Article (Check Your Fact)","https://checkyourfact.com/2021/03/23/fact-check-image-crowd-miami-beach-march-2021/"
"1625074500-1845","https://www.poynter.org/ifcn-covid-19-misinformation/page/6/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: FactCheck.org","2021/05/02 | United States","FALSE: Any deaths in the 20 days following positive COVID-19 tests are attributed to the disease.","FALSE: Any deaths in the 20 days following positive COVID-19 tests are attributed to the disease.","https://www.poynter.org/?ifcn_misinformation=any-deaths-in-the-20-days-following-positive-covid-19-tests-are-attributed-to-the-disease-2","Read the Full Article (FactCheck.org)","https://www.factcheck.org/es/2021/05/scicheck-mensaje-viral-causa-confusion-sobre-los-reportes-de-muertes-por-covid-19-y-la-supervision-de-la-vacunacion/"
"1625073990-1640","https://www.poynter.org/ifcn-covid-19-misinformation/page/20/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: MediaWise","2020/12/28 | United States","FALSE: Nashville nurse developed Bell’s palsy after receiving the COVID-19 vaccine","FALSE: Nashville nurse developed Bell’s palsy after receiving the COVID-19 vaccine","https://www.poynter.org/?ifcn_misinformation=nashville-nurse-developed-bells-palsy-after-receiving-the-covid-19-vaccine","Read the Full Article (MediaWise)","https://www.poynter.org/tfcn/2021/no-record-of-nashville-nurse-who-claims-to-have-developed-bells-palsy-from-covid-19-vaccine/"
"1625074072-1675","https://www.poynter.org/ifcn-covid-19-misinformation/page/18/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2021/01/31 | United States","FALSE: “The Biden administration lost 20 million COVID vaccines.”","FALSE: “The Biden administration lost 20 million COVID vaccines.”","https://www.poynter.org/?ifcn_misinformation=the-biden-administration-lost-20-million-covid-vaccines","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2021/feb/01/ryan-fournier/biden-administration-didnt-lose-20-million-covid-1/"
