web-scraper-order,web-scraper-start-url,fact_checked organization,date,title,link,link-href,external link,external link-href
"1625070884-668","https://www.poynter.org/ifcn-covid-19-misinformation/page/85/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by:","2020/02/03 |",": The new coronavirus can be cured by drinking one bowl of freshly boiled garlic water.",": The new coronavirus can be cured by drinking one bowl of freshly boiled garlic water.","https://www.poynter.org/?ifcn_misinformation=the-new-coronavirus-can-be-cured-by-drinking-one-bowl-of-freshly-boiled-garlic-water","Read the Full Article ()","https://www.poynter.org/?ifcn_misinformation=the-new-coronavirus-can-be-cured-by-drinking-one-bowl-of-freshly-boiled-garlic-water"
"1625072762-1262","https://www.poynter.org/ifcn-covid-19-misinformation/page/45/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/04/27 | United States","FALSE: Dr. Anthony Fauci disappeared at the end of April because he had illegally sent $3.7 million to a virology lab in Wuhan, China.","FALSE: Dr. Anthony Fauci disappeared at the end of April because he had illegally sent $3.7 million to a virology lab in Wuhan, China.","https://www.poynter.org/?ifcn_misinformation=dr-anthony-fauci-disappeared-at-the-end-of-april-because-he-had-illegally-sent-3-7-million-to-a-virology-lab-in-wuhan-china","Read the Full Article (LeadStories)","https://leadstories.com/hoax-alert/2020/05/fact-check-fauci-not-mia-after-news-he-illegally-sent-millions-to-wuhan-lab.html"
"1625072601-1214","https://www.poynter.org/ifcn-covid-19-misinformation/page/48/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/04/22 | United States","FALSE: “President Trump just announced that the ‘biological’ lab in Wuhan where the COVID-19 virus was created was ‘funded’ by President Barak Hussein Obama in 2015 to the tune of $3,800,000 American dollars!”","FALSE: “President Trump just announced that the ‘biological’ lab in Wuhan where the COVID-19 virus was created was ‘funded’ by President Barak Hussein Obama in 2015 to the tune of $3,800,000 American dollars!”","https://www.poynter.org/?ifcn_misinformation=president-trump-just-announced-that-the-biological-lab-in-wuhan-where-the-covid-19-virus-was-created-was-funded-by-president-barak-hussein-obama-in-2015-to","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/apr/30/blog-posting/obama-administration-did-not-provide-38-million-wu/"
"1625072156-1080","https://www.poynter.org/ifcn-covid-19-misinformation/page/57/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/04/06 | United States","FALSE: Asian flu, Hong Kong flu, swine flu and bird flu killed more people than coronavirus has today. And that the government never shut down anything for those.","FALSE: Asian flu, Hong Kong flu, swine flu and bird flu killed more people than coronavirus has today. And that the government never shut down anything for those.","https://www.poynter.org/?ifcn_misinformation=asian-flu-hong-kong-flu-swine-flu-and-bird-flu-killed-more-people-than-coronavirus-has-today-and-that-the-government-never-shut-down-anything-for-those","Read the Full Article (LeadStories)","https://leadstories.com/hoax-alert/2020/04/fact-check-comparing-other-virus-death-counts-to-covid-19-does-not-signal-government-secrets.html"
"1625071089-755","https://www.poynter.org/ifcn-covid-19-misinformation/page/79/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: FactCheck.org","2020/03/03 | United States","False: The government — or specific states such as Michigan or Florida — has mandated that employers and schools close for two weeks.","False: The government — or specific states such as Michigan or Florida — has mandated that employers and schools close for two weeks.","https://www.poynter.org/?ifcn_misinformation=the-government-or-specific-states-such-as-michigan-or-florida-has-mandated-that-employers-and-schools-close-for-two-weeks","Read the Full Article (FactCheck.org)","https://www.factcheck.org/2020/03/coronavirus-prank-falsely-tells-of-workplace-school-closings/"
"1625071627-924","https://www.poynter.org/ifcn-covid-19-misinformation/page/68/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/03/22 | United States","False: Italian Prime Minister Giuseppe Conte said, “We have lost control, we have killed the epidemic physically and mentally. Can’t understand what more we can do, all solutions are exhausted on ground. Our only hope remains up in the sky. God, rescue your people.”","False: Italian Prime Minister Giuseppe Conte said, “We have lost control, we have killed the epidemic physically and mentally. Can’t understand what more we can do, all solutions are exhausted on ground. Our only hope remains up in the sky. God, rescue your people.”","https://www.poynter.org/?ifcn_misinformation=italian-prime-minister-giuseppe-conte-said-we-have-lost-control-we-have-killed-the-epidemic-physically-and-mentally-cant-understand-what-more-we-can-do-all-solutions-are-exhausted-on-gro","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/apr/01/facebook-posts/fabricated-quote-falsely-attributed-italian-prime-/"
"1625070803-633","https://www.poynter.org/ifcn-covid-19-misinformation/page/87/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/01/27 | United States","False: An explosion that occurred in Wuhan, China, is tied to the coronavirus outbreak.","False: An explosion that occurred in Wuhan, China, is tied to the coronavirus outbreak.","https://www.poynter.org/?ifcn_misinformation=an-explosion-that-occurred-in-wuhan-china-is-tied-to-the-coronavirus-outbreak","Read the Full Article (LeadStories)","https://hoax-alert.leadstories.com/3471546-fake-news-no-large-explosion-in-wuhan-china-tied-to-coronavirus-outbreak.html"
"1625071395-855","https://www.poynter.org/ifcn-covid-19-misinformation/page/72/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: MediaWise","2020/03/17 | United States","False: Having a beard increases your chances of getting coronavirus.","False: Having a beard increases your chances of getting coronavirus.","https://www.poynter.org/?ifcn_misinformation=having-a-beard-increases-your-chances-of-getting-coronavirus","Read the Full Article (MediaWise)","https://youtu.be/2CBGeQmJuow"
"1625072330-1133","https://www.poynter.org/ifcn-covid-19-misinformation/page/54/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/04/11 | United States","FALSE: U.S. government planning to force Americans to take vaccinations during the coronavirus pandemic with the help of Bill Gates.","FALSE: U.S. government planning to force Americans to take vaccinations during the coronavirus pandemic with the help of Bill Gates.","https://www.poynter.org/?ifcn_misinformation=u-s-government-planning-to-force-americans-to-take-vaccinations-during-the-coronavirus-pandemic-with-the-help-of-bill-gates","Read the Full Article (LeadStories)","https://leadstories.com/hoax-alert/2020/04/fact-check-us-is-not-planning-to-force-vaccinations-with-bill-gates-amid-coronavirus.html"
"1625074167-1715","https://www.poynter.org/ifcn-covid-19-misinformation/page/15/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: FactCheck.org","2021/02/26 | United States","FALSE: COVID-19 vaccine does not provide any individual who receives the vaccine with immunity to COVID-19, nor does it prevent the spread of the disease.","FALSE: COVID-19 vaccine does not provide any individual who receives the vaccine with immunity to COVID-19, nor does it prevent the spread of the disease.","https://www.poynter.org/?ifcn_misinformation=covid-19-vaccine-does-not-provide-any-individual-who-receives-the-vaccine-with-immunity-to-covid-19-nor-does-it-prevent-the-spread-of-the-disease-2","Read the Full Article (FactCheck.org)","https://www.factcheck.org/es/2021/03/scicheck-medico-en-texas-difunde-informacion-falsa-sobre-vacunas-contra-el-covid-19/"
"1625074159-1711","https://www.poynter.org/ifcn-covid-19-misinformation/page/15/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Check Your Fact","2021/02/23 | United States","FALSE: An image purportedly shows a large crowd protesting against COVID-19 restrictions in Romania","FALSE: An image purportedly shows a large crowd protesting against COVID-19 restrictions in Romania","https://www.poynter.org/?ifcn_misinformation=an-image-purportedly-shows-a-large-crowd-protesting-against-covid-19-restrictions-in-romania","Read the Full Article (Check Your Fact)","https://checkyourfact.com/2021/02/23/fact-check-photo-protest-covid-restrictions-romania/"
"1625070886-669","https://www.poynter.org/ifcn-covid-19-misinformation/page/85/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: FactCheck.org","2020/02/03 | United States","False: The new coronavirus contains HIV “insertions” and shows signs of being created in a lab.","False: The new coronavirus contains HIV “insertions” and shows signs of being created in a lab.","https://www.poynter.org/?ifcn_misinformation=the-new-coronavirus-contains-hiv-insertions-and-shows-signs-of-being-created-in-a-lab","Read the Full Article (FactCheck.org)","https://www.factcheck.org/2020/02/baseless-conspiracy-theories-claim-new-coronavirus-was-bioengineered/"
"1625073152-1379","https://www.poynter.org/ifcn-covid-19-misinformation/page/37/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Maldita.es","2020/05/15 | Spain, United States","FALSE: An image of corpses in plastic bags in a morgue is claimed to be from Spain during the coronavirus crisis.","FALSE: An image of corpses in plastic bags in a morgue is claimed to be from Spain during the coronavirus crisis.","https://www.poynter.org/?ifcn_misinformation=an-image-of-corpses-in-plastic-bags-in-a-morgue-is-claimed-to-be-from-spain-during-the-coronavirus-crisis","Read the Full Article (Maldita.es)","https://maldita.es/malditobulo/2020/05/15/imagen-cadaveres-morgue-coronavirus/"
"1625072553-1200","https://www.poynter.org/ifcn-covid-19-misinformation/page/49/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: FactCheck.org","2020/04/20 | United States","FALSE: A picture of a reporter in protective medical gear is an example of how the American media “hypes” the COVID-19 pandemic.","FALSE: A picture of a reporter in protective medical gear is an example of how the American media “hypes” the COVID-19 pandemic.","https://www.poynter.org/?ifcn_misinformation=a-picture-of-a-reporter-in-protective-medical-gear-is-an-example-of-how-the-american-media-hypes-the-covid-19-pandemic","Read the Full Article (FactCheck.org)","https://www.factcheck.org/2020/04/photo-of-lebanese-reporter-used-to-criticize-u-s-media/"
"1625073975-1633","https://www.poynter.org/ifcn-covid-19-misinformation/page/20/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Newtral.es","2020/12/20 | Spain, United States","FALSE: The nurse who fainted after receiving the COVID-19 vaccine has died","FALSE: The nurse who fainted after receiving the COVID-19 vaccine has died","https://www.poynter.org/?ifcn_misinformation=the-nurse-who-fainted-after-receiving-the-covid-19-vaccine-has-died","Read the Full Article (Newtral.es)","https://www.newtral.es/bulo-muerte-enfermera-desmayo-vacuna-covid/20201220/"
"1625071417-862","https://www.poynter.org/ifcn-covid-19-misinformation/page/72/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/03/17 | United States","False: Italy has mandated no treatment of all elderly patients for coronavirus.","False: Italy has mandated no treatment of all elderly patients for coronavirus.","https://www.poynter.org/?ifcn_misinformation=italy-has-mandated-no-treatment-of-all-elderly-patients-for-coronavirus","Read the Full Article (LeadStories)","https://hoax-alert.leadstories.com/3471983-Fact-Check-Italy-IS-Considering-NOT-Treating-All-Elderly-With-Coronavirus.html"
"1625074211-1734","https://www.poynter.org/ifcn-covid-19-misinformation/page/14/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: MediaWise","2021/03/11 | United States","FALSE: A YouTube video claims to be a public service announcement from the 1950s. The video warns of a virus that will break out by the year 2020.","FALSE: A YouTube video claims to be a public service announcement from the 1950s. The video warns of a virus that will break out by the year 2020.","https://www.poynter.org/?ifcn_misinformation=a-youtube-video-claims-to-be-a-public-service-announcement-from-the-1950s-the-video-warns-of-a-virus-that-will-break-out-by-the-year-2020","Read the Full Article (MediaWise)","https://www.poynter.org/tfcn/2021/did-a-1950s-psa-predict-the-coronavirus/"
"1625073403-1450","https://www.poynter.org/ifcn-covid-19-misinformation/page/33/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/06/15 | United States","FALSE: “If we stopped testing right now, we’d have very few cases, if any.”","FALSE: “If we stopped testing right now, we’d have very few cases, if any.”","https://www.poynter.org/?ifcn_misinformation=if-we-stopped-testing-right-now-wed-have-very-few-cases-if-any","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/jun/17/donald-trump/trumps-take-covid-testing-gives-short-shrift-publi/"
